Image_Name: Unicode_Text
219_P106_B2_L10_W07.tif : ಮೌಲ್ಯ
219_P106_B3_L03_W01.tif : ಅಂಶಿಕವಾದುದು.
219_P106_B3_L04_W01.tif : ವಲ್ಲ;
219_P106_B3_L04_W03.tif : ನಾಲ್ಕು
219_P106_B3_L05_W01.tif : ಸಾಮಾಜಿಕಾಗತ್ಯ
219_P106_B3_L11_W01.tif : ಮೌಲ್ಯದಲ್ಲೂ
219_P106_B3_L17_W01.tif : ಮಾರ್ಕ್ಸ್ನ
219_P106_B3_L18_W04.tif : ಅವಲಂಬಿಸಿರುವ
219_P106_B3_L19_W07.tif : ನೀಡಿಲ್ಲ.
219_P106_B4_L03_W06.tif : ಮಾರ್ಕ್ಸ್
219_P107_B2_L04_W07.tif : ಹೇಳಲ್ಪಟ್ಟ
219_P107_B3_L04_W02.tif : ಸಲಾಗುತ್ತದೆ.
219_P107_B3_L04_W03.tif : ಮಾರ್ಕ್ಸ್
219_P107_B3_L05_W03.tif : ವ್ಯತ್ಯಾಸ
219_P107_B3_L08_W04.tif : ಜೀವನಾಧಾರ
219_P107_B4_L07_W05.tif : ಎಂದು
219_P107_B6_L02_W01.tif : ಬಳಸಿದ್ದಾನೆ.
219_P107_B6_L02_W07.tif : ಮೊದಲ
219_P108_B2_L05_W01.tif : ಎಂಬುದನ್ನು
219_P108_B3_L07_W07.tif : ರ
219_P108_B6_L01_W04.tif : ಬಂಡವಾಳಶಾಹಿಗಳು
219_P108_B6_L05_W03.tif : ಬಂಡವಾಳಶಾಹಿಗಳು
219_P108_B6_L07_W04.tif : ಉತ್ಪಾದಿಸುವ
219_P111_B2_L01_W02.tif : ಮೌಲ್ಯವು
219_P111_B2_L02_W03.tif : ಮೌಲ್ಯವು
219_P111_B2_L02_W06.tif : ಕಾಣಿಸಿಕೊಳ್ಳು
219_P111_B2_L04_W02.tif : ಹೆಚ್ಚಾಗುವಾಗ
219_P111_B2_L04_W06.tif : ಸಂಚಯನವಾಗುತ್ತಾ
219_P111_B2_L05_W03.tif : ದರವನ್ನು
219_P111_B3_L03_W01.tif : ಬಂಡವಾಳ
219_P111_B3_L05_W02.tif : ಸಂಚಯನದಿಂದಾಗಿ
219_P111_B3_L08_W02.tif : ಶಾಹಿಗಳು
219_P111_B3_L08_W03.tif : ಸಣ್ಣವರನ್ನು
219_P111_B3_L09_W05.tif : ಬಂಡವಾಳ
219_P111_B3_L11_W04.tif : ಡಿವಿಡೆಂಟ್
219_P111_B3_L12_W01.tif : ಪೈಪೋಟಿಯ
219_P111_B3_L12_W03.tif : ಸಣ್ಣ
219_P111_B3_L12_W05.tif : ಘಟಕಗಳ
219_P111_B3_L13_W02.tif : ದೊಡ್ಡ
219_P111_B3_L17_W06.tif : ಸಹಾಯ
219_P111_B3_L18_W02.tif : ಬಂಡವಾಳದ
219_P111_B3_L18_W05.tif : ಏಕಸ್ವಾಮ್ಯಾಧಿಕಾರದ
219_P111_B3_L19_W05.tif : ಅಧಿಕವಾಗುತ್ತದೆ.
219_P113_B3_L07_W05.tif : ಉದಯವಾಗುತ್ತದೆ,
219_P113_B4_L03_W04.tif : ಮೂರು
219_P113_B6_L04_W05.tif : ರದ್ದುಪಡಿಸಬಹುದು.
219_P113_B6_L06_W07.tif : ಬಂಡವಾಳ
219_P114_B3_L01_W01.tif : ಮಾರ್ಕ್ಸ್
219_P114_B3_L02_W04.tif : ಚರಿತ್ರೆಯ
219_P114_B3_L05_W04.tif : ಪೂರ್ಣಸರಿಯಲ್ಲ
219_P114_B3_L08_W04.tif : ಭದ್ರವಾಗಿಲ್ಲ.
219_P114_B4_L02_W05.tif : ಸಮಾಜವಿಜ್ಞಾನಿ
219_P114_B4_L02_W06.tif : ಎಂದು
219_P114_B4_L05_W03.tif : ಪ್ರಧಾನ
219_P114_B5_L04_W06.tif : ಎರಿಕ್ರೋಲ್
219_P114_B6_L01_W06.tif : “ಆತನ
219_P114_B6_L02_W01.tif : ಯಾವುದೇ
219_P114_B6_L04_W02.tif : ದೃಢಪತ್ತಿಲ್ಲ.”
219_P115_B5_L01_W01.tif : ಮಾಕ್ಸ೯
219_P115_B5_L02_W01.tif : ಸಮಾಜವಾದಿಯಾಗಿ
219_P115_B5_L04_W01.tif : ಮಾಕ್ಸ೯
219_P116_B4_L01_W03.tif : ಬರಹಗಾರರು
219_P116_B5_L01_W01.tif : ಸಂಪ್ರದಾಯ
219_P116_B5_L05_W04.tif : ಮೌಲ್ಯ
219_P116_B5_L06_W02.tif : ಪೂರೈಕೆ
219_P116_B5_L06_W04.tif : ವೆಚ್ಚಕ್ಕೆ
219_P116_B5_L07_W04.tif : ಪ್ರತಿಪಾದಿಸಿ,
219_P116_B5_L09_W04.tif : ವಾಸ್ತವವಾಗಿ
219_P116_B5_L10_W05.tif : ಅನೇಕ
219_P116_B6_L02_W03.tif : ಹರ್ಮನ್
219_P116_B6_L03_W07.tif : ಗಮನವನ್ನೂ
219_P116_B7_L02_W05.tif : ಮೆಂಜರನ
219_P117_B3_L04_W07.tif : ಸೀಮಾಂತ
219_P117_B3_L06_W02.tif : ಧಾರಾಳವಾಗಿ
219_P117_B3_L06_W04.tif : ಸೀಮಾಂತ
219_P117_B3_L11_W03.tif : ವ್ಯಕ್ತಿ
219_P117_B4_L01_W02.tif : ಮೌಲ್ಯವು
219_P117_B4_L04_W04.tif : ಲಾಕ್
219_P117_B4_L09_W05.tif : ತುಷ್ಟಿಗುಣ
219_P117_B5_L01_W04.tif : ಚಿಂತನೆಯಲ್ಲಿ
219_P117_B5_L01_W05.tif : ಪ್ರಭುತ್ವವನ್ನು
219_P117_B5_L02_W04.tif : ನವಸಂಪ್ರದಾಯಿಕ
219_P118_B2_L01_W09.tif : ಆ
219_P118_B2_L02_W02.tif : ಸಂಪ್ರದಾಯವಾದ
219_P118_B3_L08_W05.tif : ವಿಧಾನವನ್ನು
219_P118_B3_L13_W04.tif : ಅಧ್ಯಯನ
219_P118_B4_L02_W03.tif : ವಿಚಾರದರನಾಗಿದ್ದು
219_P119_B2_L08_W02.tif : ಸಮಯೆಗಳ
219_P119_B2_L08_W03.tif : ಬಗ್ಗೆ
219_P119_B2_L12_W06.tif : ಹಿಕ್ಸ್
219_P119_B3_L03_W05.tif : ಇನ್ನೊಂದು,
219_P119_B3_L04_W03.tif : ಸಿದ್ದಾಂತದ
219_P119_B3_L06_W01.tif : ತೋರಿಸಿಕೊಟ್ತಿದ್ದರೆ.
219_P119_B3_L08_W05.tif : ಸೀಮಾಂತ
219_P119_B3_L09_W03.tif : ಉತ್ಪನ್ನ,
219_P119_B6_L04_W02.tif : ಪ್ರಾಧ್ಯಾಪಕನಾಗಿ
219_P119_B6_L05_W04.tif : ಬಂದಾಗ
219_P119_B6_L05_W05.tif : ಭಾರೀ
219_P119_B6_L06_W05.tif : ಬಗ್ಗೆತನ್ನದೇ
219_P120_B2_L01_W01.tif : ಹೊಂದಿದ್ದು
219_P120_B3_L03_W06.tif : ಎಕ್ಸ್
219_P120_B4_L01_W06.tif : ಕಾಣಿಕೆಗಳಿವು
219_P120_B5_L01_W07.tif : ರಲ್ಲಿ
219_P120_B5_L05_W03.tif : ಅಭಿಮತ.
219_P120_B5_L11_W01.tif : ಅವುಗಳಷ್ಟೇ
219_P120_B6_L02_W01.tif : ಸಾಧಿಸುವ
219_P121_B6_L04_W04.tif : “ಸಮಸ್ತ
219_P121_B7_L10_W04.tif : ಮಾನವನ
219_P122_B3_L05_W02.tif : ಉತ್ಪಾದನ
219_P122_B4_L01_W01.tif : ಜೇವೊನ್ಸ್ನ
219_P122_B4_L03_W01.tif : ಎಂದು
219_P122_B4_L07_W04.tif : ಗುತಿಸಿರಲಿಲ್ಲ.
219_P122_B5_L06_W01.tif : ಹೆಚ್ಚಿನ
219_P122_B5_L07_W04.tif : ಕಡಿಮೆಯಾಗುತ್ತಾ
219_P123_B3_L04_W06.tif : ಅನುಭೋಗಿಯ
219_P123_B3_L07_W05.tif : ಅಥವಾ
219_P123_B3_L08_W05.tif : ಅಂತಿಮ
219_P123_B3_L10_W01.tif : ಜೇವೊನ್ಸ್
219_P123_B4_L02_W02.tif : ಪ್ರಾಚೀನವಾದ
219_P123_B4_L09_W08.tif : ಪರಿಹಾರ
219_P124_B5_L02_W03.tif : “ಯಾವುದೇ
219_P124_B5_L14_W04.tif : ಶ್ರೇಣಿಯಿಂದ
219_P124_B6_L02_W07.tif : ತಳಪಾಯ
219_P125_B3_L06_W06.tif : ವಸ್ತುಗಳನ್ನು
219_P125_B5_L03_W05.tif : ಉಳಿಸುವ
219_P125_B5_L03_W07.tif : ಉತ್ಪಾದಿಸು
219_P126_B3_L10_W08.tif : ಪೂರೈಕೆ
219_P127_B2_L02_W03.tif : ಆರ್ಥಿಕ
219_P127_B2_L04_W04.tif : ಅಂತರದಲ್ಲಿ
219_P127_B3_L06_W02.tif : ಕೃಷಿಯಲ್ಲಿನ
219_P127_B4_L03_W02.tif : ಸಂಖ್ಯಾಶಾಸ್ತ್ರಕ್ಕೆ
219_P127_B5_L08_W04.tif : ಸಂಗ್ರಹಿಸಿದ
219_P128_B4_L09_W04.tif : ಅಭಿಪ್ರಾಯಭೇದಗಳಿದ್ದವು.
219_P128_B4_L13_W01.tif : ವಾಗಿತ್ತು.
219_P128_B4_L14_W01.tif : ಮಾನವೀಯ
219_P130_B2_L03_W04.tif : ಚರಿತ್ರೆ
219_P130_B2_L06_W05.tif : ಎನ್ನುವುದು
219_P130_B5_L06_W06.tif : ಲಭ್ಯ
219_P130_B5_L07_W02.tif : ಮಿತವಾದ
219_P130_B6_L03_W01.tif : ಮೂಲಾಂಶಗಳೆಂದು
219_P130_B6_L03_W06.tif : ಆಸೆಗಳು,
219_P131_B2_L01_W02.tif : ಮತ್ತು
219_P131_B2_L01_W06.tif : ಮೂಲಾಂಶಗಳಾಗಿವೆ.
219_P131_B2_L05_W04.tif : ಕೆಲವು
219_P131_B4_L05_W04.tif : ಉತ್ಪಾದಕರ
219_P132_B6_L02_W03.tif : ಸರಕುಗಳು
219_P132_B6_L04_W05.tif : ಬಟ್ಟೆಯನ್ನು
219_P132_B6_L04_W06.tif : ಉತ್ಪಾದಿಸಲಾರರು.
219_P132_B6_L07_W01.tif : ಕಶದ
219_P132_B6_L07_W05.tif : ಉನ್ನತವಾಗಷ್ಟೂ
219_P132_B6_L07_W06.tif : ಪೂರಕತೆಯು
219_P132_B12_L01_W01.tif : ಹಾಲು
219_P132_B12_L01_W05.tif : ಹುಲ್ಲುಗಾವಲು
219_P132_B14_L01_W05.tif : ಒಳಗಾಗಿದೆ.
219_P132_B14_L02_W06.tif : ಉದಾಹರಣೆಗೆ
219_P132_B14_L03_W01.tif : ಗೃಹೋಪಯೋಗಕ್ಕೆ
219_P132_B14_L05_W03.tif : ಶ್ರೇಣಿಯವೆಂದೂ,
219_P132_B14_L06_W02.tif : ಶ್ರೇಣಿಯ
219_P132_B14_L07_W01.tif : ವೆನಿಸುತ್ತದೆ.
219_P133_B3_L02_W03.tif : ಪೂರೈಕೆಯು
219_P133_B3_L05_W04.tif : ನರಕುಗಳು
219_P133_B3_L06_W03.tif : ಸಂಸ್ಥೆಯು
219_P133_B4_L03_W07.tif : ಈ
219_P134_B3_L08_W03.tif : ರೂ
219_P134_B3_L10_W04.tif : ಸಮಾನವಾಗಿ
219_P134_B4_L02_W06.tif : ಸರಕುಗಳ
219_P134_B5_L02_W03.tif : ಸಮಾನವಾಗಿ
219_P134_B5_L04_W04.tif : ತೃಪ್ತಿಯಿಂದ
219_P135_B2_L01_W01.tif : ತೋರಿಸಿದಂತೆ
219_P135_B2_L01_W07.tif : ಅನುಭೋಗಿ
219_P135_B2_L05_W02.tif : ಲಭ್ಯವಿರುವ
219_P135_B3_L02_W07.tif : ‘ಆರೋಪ
219_P135_B3_L03_W07.tif : ಉನ್ನತ
219_P135_B3_L04_W02.tif : ಸರಕಿನ
219_P135_B3_L04_W06.tif : ಮೌಲ್ಯದಿಂದ
219_P135_B3_L06_W01.tif : ಮೌಲ್ಯವನ್ನು
219_P135_B4_L02_W05.tif : ಉತ್ಪಾದನೆಗಾಗಿ
219_P135_B4_L02_W08.tif : ಬಳಸಿ
219_P135_B5_L03_W01.tif : ಯಾಗುವುದರಲ್ಲಿ
219_P136_B2_L04_W05.tif : ತುಷ್ಟಿಗುಣದ
219_P136_B3_L02_W06.tif : ಮೌಲ್ಯಗಳನ್ನು
219_P136_B3_L03_W06.tif : ಚಲಾವಣೆಯಲ್ಲಿ
219_P136_B3_L04_W07.tif : ಮೌಲ್ಯ
219_P136_B5_L02_W05.tif : ಆಧಾರ
219_P136_B5_L06_W07.tif : ಪಡಲಾಗು
219_P136_B6_L02_W02.tif : ಅಭಿಮಾನಪಟ್ಟುಕೊಂಡಿದ್ದ.
219_P137_B2_L05_W02.tif : ವಿಶ್ಲೇಷಣೆಯ
219_P137_B3_L07_W05.tif : ಸಂಸ್ಥಾಪಕರಲೊಬ್ಬನಾಗಿದ್ದಾನೆ.
219_P137_B6_L06_W02.tif : ಬಂಡವಾಳಶಾಹಿಯನ್ನು
219_P138_B3_L04_W06.tif : ಅನ್ವಯಿಸಬೇಕೆಂದು
219_P138_B7_L01_W03.tif : ಸಿದ್ದಾಂತವು
219_P139_B3_L05_W04.tif : ನೀಡಲು
219_P139_B5_L08_W06.tif : ಶೋಷಣೇಯ
219_P139_B5_L13_W03.tif : ತಿರಸ್ಕರಿಸಿದ್ದಾನೆ
219_P140_B5_L03_W03.tif : ಸಮಯಾನುಭೋಗದ
219_P140_B5_L04_W06.tif : ಮೂಲವಾಗಿರುತ್ತದೆ.
219_P140_B7_L02_W02.tif : ಪರಿಣಾಮಗಳಾಗಿವೆ.
219_P142_B3_L02_W01.tif : ಅನುಭೋಗಿಸುವಂತೆ
219_P143_B5_L07_W06.tif : ಮೇಲೆ
219_P143_B5_L09_W02.tif : ಕರೆದಿದ್ದಾನೆ
219_P144_B2_L04_W05.tif : ಸರಕಾರದ
219_P144_B5_L06_W02.tif : ಮಧ್ಯದಲ್ಲೆಲ್ಲೋ
219_P144_B6_L03_W05.tif : ಗ್ರಾಹಕರ
219_P144_B6_L04_W03.tif : ಸಾಮರ್ಥ್ಯಶಾಲಿ
219_P144_B6_L05_W03.tif : ಮೌಲ್ಯಮಾಪನವು
219_P145_B2_L01_W04.tif : ಅಚಿತಿ
219_P145_B3_L03_W03.tif : ನೈಜ
219_P145_B4_L06_W02.tif : ಸೀಮಾಂತ
219_P145_B5_L03_W06.tif : ಮೌಲ್ಯಗಳ
219_P145_B5_L05_W02.tif : ಗುರುತ್ವಾಕರ್ಷಣೆಯ
219_P145_B5_L05_W05.tif : ಬೆಲೆಯ
219_P145_B5_L06_W01.tif : ಮೌಲ್ಯಮಾ
219_P145_B6_L02_W04.tif : ಸಿದ್ಧಾಂತವೊಂದನ್ನು
219_P146_B2_L02_W02.tif : ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.
219_P146_B2_L06_W04.tif : ದೊರಕಿಸಿಕೊಟ್ಟವು
219_P146_B4_L08_W01.tif : ಸಮತೋಲನ
219_P146_B4_L08_W06.tif : ಜ್ಞಾನವಿಲ್ಲದೆ
219_P146_B4_L09_W03.tif : ಅರ್ಥೈಸಿಕೊಳ್ಳಲಾಗದೆ
219_P146_B4_L11_W02.tif : ಗರಿಸ್ಟಾಪ್
219_P146_B5_L08_W01.tif : ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞನೆ೦ದು
219_P146_B5_L08_W03.tif : ಗಳಿಸಿದ.
219_P147_B3_L03_W07.tif : ಮೆಂಜರ್
219_P147_B4_L08_W03.tif : ‘ಸೀಮಾಂತ
219_P147_B5_L02_W01.tif : ಭಾವಿಸುತ್ತಾನೆ.
219_P148_B2_L01_W03.tif : ಗಣಿತವನ್ನು
219_P148_B3_L03_W08.tif : ಸೀಮಾಂತ
219_P148_B4_L04_W03.tif : ಮೆಂಜರ್ಗಿಂತ
219_P148_B4_L08_W02.tif : ಬಹುಪಕ್ಷೀಯ
219_P148_B4_L09_W02.tif : ವಲ್ಲವೆನ್ನುವುದನ್ನು
219_P148_B4_L10_W01.tif : ಬೀಜಗಣಿತದ
219_P148_B5_L01_W03.tif : ಸಮತೋಲನ
219_P148_B5_L02_W01.tif : ಮಾಡಿಕೊಂಡಿದೆ.
219_P148_B5_L02_W08.tif : ಪ್ರತಿಯೊಂದು
219_P148_B5_L07_W04.tif : ಪರಿಪೂರ್ಣ
219_P149_B2_L04_W03.tif : ಅನುಭೋಗಿಸುವ
219_P149_B2_L06_W04.tif : ಮುಂತಾದ
219_P149_B3_L01_W02.tif : ಪ್ರಕಾರ
219_P149_B3_L01_W06.tif : ಗಿರಾಕಿಗಳು
219_P149_B3_L04_W02.tif : ಪ್ರಮಾಣಗಳಲ್ಲಿ
219_P149_B3_L04_W03.tif : ಬದಲಾವಣೆಗಳು
219_P149_B3_L04_W04.tif : ಸಂಭವಿಸುತ್ತಲೇ
219_P149_B4_L07_W05.tif : ಸಮತೋಲನ
219_P149_B4_L09_W05.tif : ಉದ್ದೇಶ
219_P149_B5_L02_W05.tif : ನ್ಯೂಮರೈರ್
219_P150_B3_L01_W02.tif : ಉತ್ಪಾದನಾ
219_P150_B3_L02_W01.tif : ವಿತರಣಾ
219_P150_B3_L02_W05.tif : ವಿಶ್ಲೇಷಣೆಯ
219_P150_B3_L02_W06.tif : ವಿಸ್ತರಣೆಯಾಗಿದೆ.
219_P150_B5_L09_W03.tif : ಮಾರಾಟಗಾರರಾದರೆ
219_P150_B5_L11_W02.tif : ಗಳಿಸುವ
219_P150_B6_L03_W03.tif : ಸಂಚಾಲಕರು
219_P151_B2_L02_W05.tif : ಮಾರಾಟದ
219_P151_B2_L03_W03.tif : ಇರುವಾಗ
219_P151_B2_L05_W05.tif : ಪೂರೈಕೆಗಳು
219_P151_B3_L05_W05.tif : ಉಪಯೋಗಿಸದೆ
219_P151_B3_L06_W02.tif : ಕಾಲಾವಕಾಶದ
219_P151_B3_L06_W04.tif : ಉಪಯೋಗಿಸುವ
219_P151_B4_L05_W02.tif : ಮೌಲ್ಯವು
219_P151_B4_L08_W04.tif : ಆಗಿವೆ.
219_P151_B5_L01_W03.tif : ಬಲಾವಣೆಗಳಿಗೆ
219_P152_B2_L07_W07.tif : ನಿರ್ಧರಿಸಲು
219_P152_B2_L09_W04.tif : ಅಭಿಪ್ರಾಯ
219_P152_B3_L02_W01.tif : ಯಾಗಿ
219_P152_B3_L03_W02.tif : ಕಾರಣ
219_P152_B3_L06_W02.tif : ಎಂದಿದ್ದಾನೆ.
219_P152_B3_L10_W03.tif : ಉತ್ಪಾದನೆಯ
219_P152_B3_L11_W01.tif : ಸಾಧ್ಯವಾಗಿಲ್ಲ,
219_P152_B3_L13_W09.tif : ಸ್ಥಿರಸ್ಥಿತಿ
219_P152_B4_L03_W03.tif : ವಿತರಣೆಯ
219_P152_B4_L09_W06.tif : ಸಮತಾ
219_P153_B3_L04_W04.tif : ಉಳಿದುಬಿಡುತ್ತದೆ.
219_P153_B3_L05_W03.tif : ಉಪಯೋಗವಾಗವಂತೆ
219_P153_B4_L05_W06.tif : ಪಾಲನೆ,
219_P153_B4_L05_W08.tif : ವ್ಯಾಪಾರ,
219_P153_B4_L09_W02.tif : ಎನ್ನುವುದು
219_P153_B5_L02_W04.tif : ಕಾರ್ಯ
219_P153_B5_L04_W06.tif : ಅವಲಭಿಸಿದೆ
219_P153_B6_L03_W04.tif : ತುಷ್ಟಿಗುಣದಿಂದಾಗಿ
219_P154_B5_L05_W03.tif : ಲಭಿಸಿಕೊಟ್ಟಿತು.
219_P154_B5_L06_W05.tif : ಸಾಧನೆ.
219_P154_B5_L08_W03.tif : ಉದಾರ
219_P154_B5_L09_W05.tif : ಪಡೆದಿದ್ದಾನೆ.
219_P155_B2_L04_W02.tif : ಮಿಲ್ಲನ
219_P155_B2_L06_W01.tif : ಸ್ಥಿತಿಗಳ
219_P155_B2_L08_W01.tif : ಅರ್ಥಶಾಸ್ತ್ರದ
219_P155_B3_L02_W04.tif : ವರ್ಗದ
219_P155_B5_L02_W02.tif : ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞರು
219_P155_B5_L03_W03.tif : ಇಕನಾಮಿಕ್
219_P155_B5_L03_W06.tif : ಇಕನಾಮಿಕ್
219_P156_B2_L03_W07.tif : ಮಾ
219_P156_B3_L03_W04.tif : ಈ
219_P156_B3_L06_W06.tif : ವೃತ್ತಿಪರ
219_P156_B3_L07_W03.tif : ಸಂಗ್ರಹಗಳೆನಿಸಿದವು.”
219_P156_B4_L01_W04.tif : ಶಿರೋನಾಮೆಯಲ್ಲಿ
219_P156_B5_L04_W03.tif : ಸಿದ್ದಾಂತ
219_P156_B5_L06_W01.tif : ಪೈಪೋಟಿ.
219_P156_B6_L01_W03.tif : ವ್ಯಾಖ್ಯೆ,
219_P156_B6_L02_W05.tif : ವಿಜ್ಞಾನವೆಂದು
219_P156_B7_L01_W03.tif : ಯೋಗಕ್ಷೇಮದ
219_P157_B2_L01_W05.tif : ವ್ಯವಹಾರದಲ್ಲಿರುವ
219_P157_B4_L02_W04.tif : ಉದ್ದೇಶ”
219_P157_B4_L07_W04.tif : ತುಷ್ಟಿಗುಣದ
219_P157_B5_L04_W03.tif : ಹೋಗಿ
219_P157_B5_L04_W07.tif : ತುಷ್ಟಿ
219_P157_B5_L05_W01.tif : ಗುಣವು
219_P157_B6_L01_W01.tif : ಈ
219_P158_B3_L02_W02.tif : ಅನುಭೋಗಿಸುತ್ತಾ
219_P158_B3_L07_W03.tif : ಆಸೆಗಳ
219_P158_B3_L08_W02.tif : ಅನುಭೋಗಿಸುತ್ತಾನೆ.
219_P158_B4_L05_W05.tif : ಉಪಯೋಗಕ್ಕೆ
219_P158_B5_L01_W05.tif : ಅನುಭೋಗದಲ್ಲಿ,
219_P159_B2_L01_W02.tif : ಹೆಚ್ಚು
219_P159_B2_L01_W05.tif : ಅದು
219_P159_B2_L01_W08.tif : ಮಾರ
219_P159_B3_L01_W03.tif : ಪ್ರಕಾರ
219_P159_B3_L02_W07.tif : ಹೆಚ್ಚಾ
219_P159_B3_L05_W04.tif : ಅಥವಾ
219_P160_B2_L03_W03.tif : ‘ಅನುಭೋಗಿಯ
219_P160_B2_L04_W03.tif : ತಾನು
219_P160_B3_L03_W07.tif : ಅಧಿಕವಾಗಿರುತ್ತದೆ.
219_P160_B5_L01_W02.tif : ಪರಿಭಾವನೆಗೆ
219_P160_B5_L02_W04.tif : ಸಹಾಯಧನ
219_P160_B5_L06_W01.tif : ಅದೊಂದು
219_P160_B6_L01_W02.tif : ಬೇಡಿಕೆಯ
219_P160_B6_L01_W04.tif : ಸ್ಥಾಪಕತ್ವ
219_P160_B7_L03_W02.tif : ಅಭಿಪ್ರಾಯದಂತೆ
219_P162_B2_L01_W06.tif : ವಿವರಣೆಯಲ್ಲಿ
219_P162_B3_L03_W04.tif : ತುಷ್ಟಿಗುಣವೂ
219_P162_B3_L04_W04.tif : ಇತರ
219_P162_B3_L04_W06.tif : ಸದಾಕಾಲ
219_P162_B3_L04_W07.tif : ಸ್ಥಿರತೆ
219_P162_B4_L01_W03.tif : ಸಿಮಾಂತ
219_P162_B4_L03_W02.tif : ಪ್ರತಿಯೊಬ್ಬ
219_P162_B4_L04_W04.tif : ಮಾರ್ಷಲನದೇ
219_P162_B5_L04_W02.tif : ಒಂದು
219_P162_B6_L01_W04.tif : ಶ್ರಮ
219_P162_B6_L02_W02.tif : ಮಾರ್ಶಲ್
219_P163_B2_L01_W03.tif : ಶಮವಿಭಜನೆ
219_P163_B2_L04_W02.tif : ಮಹತ್ವ
219_P163_B4_L01_W06.tif : ಎಂಬ
219_P163_B4_L04_W06.tif : ಹಂತಗಳಲ್ಲಿನ
219_P163_B4_L05_W05.tif : ಪರಿಕಲ್ಪನೆಯನ್ನು
219_P163_B4_L06_W03.tif : ಬಳಸಿದ್ದಾನೆ.
219_P163_B5_L02_W06.tif : ಇರುವುದರಿಂದ
219_P163_B5_L03_W03.tif : ಅನ್ವಯವಾಗುತ್ತದೆ,
219_P163_B5_L04_W05.tif : ಇಳಿಮುಖ
219_P163_B5_L04_W06.tif : ಪ್ರತಿಫಲ
219_P163_B5_L07_W02.tif : ಶ್ರಮದ
219_P163_B6_L01_W06.tif : ಆಧರಿಸಿದೆ.
219_P163_B6_L03_W02.tif : ಉಳಿದವುಗಳು
219_P164_B3_L08_W01.tif : ಆಧರಿಸಿದೆ.
219_P164_B6_L04_W01.tif : ಮಿತವ್ಯಯಗಳ
219_P166_B3_L02_W06.tif : ಸಂಗಮದಿಂದಾಗಿದೆ.
219_P166_B3_L03_W03.tif : ಉತ್ಪಾದನಾ
219_P166_B3_L04_W08.tif : ತುಷ್ಟಿ
219_P166_B3_L07_W02.tif : ಸಿದ್ದಾಂತವನ್ನು
219_P166_B4_L03_W05.tif : ನಿರ್ಣಯಿಸುತ್ತದೆ.
219_P166_B4_L05_W03.tif : ಪ್ರತಿಬಿಂಭಿಸುತ್ತದೆ.
219_P166_B5_L01_W05.tif : ಪೂರೈಕೆಗಳು
219_P166_B6_L04_W01.tif : ಚರಣೆಯನ್ನು
219_P167_B2_L01_W05.tif : ಸಂಮಿಶ್ರಣವಾಗಿದೆ.
219_P167_B3_L06_W04.tif : ಪೂರೈಕೆಯಲ್ಲಿ
219_P167_B3_L07_W06.tif : ಬದಲಾವಣೆಯಾದಾಗಲೂ
219_P167_B4_L04_W07.tif : ಪ್ರಕಾರ
219_P167_B4_L06_W02.tif : ಸೀಮಾಂತ
219_P167_B6_L01_W04.tif : ಇದು
219_P167_B6_L01_W06.tif : ಅಲ್ಪಾವಧಿಯ
219_P167_B6_L03_W04.tif : ಸ್ಥಿರವಾಗಿರುತ್ತದೆ.
219_P167_B6_L06_W05.tif : ಅವಧಿಯ
219_P167_B6_L07_W01.tif : ಮೌಲ್ಯದಲ್ಲಿ
219_P168_B2_L01_W03.tif : ಯನ್ನು
219_P168_B4_L02_W02.tif : ಒಳಗೊಂಡಿದ್ದು
219_P168_B4_L04_W03.tif : ಸುದೀರ್ಘಾವಧಿಯ
219_P168_B4_L04_W05.tif : ಕಾರಣವಾಗಿವೆ.
219_P168_B4_L05_W04.tif : ದೀರ್ಘಾವಧಿಯಾಗಿರುವುದರಿಂದ
219_P168_B5_L03_W02.tif : ಪ್ರಭೇದವು
219_P169_B2_L01_W06.tif : ತುಲನಾತ್ಮಕ
219_P169_B3_L04_W05.tif : ಅಪರಿಪೂರ್ಣ
219_P169_B4_L01_W02.tif : ಮೌಲ್ಯ
219_P169_B4_L02_W03.tif : ಸಮಸ್ಯೆಗಳನ್ನು
219_P169_B4_L02_W05.tif : ಜಾಗರೂಕತೆಯಿಂದ
219_P169_B4_L07_W04.tif : ಸಾರ್ವತ್ರಿಕ
219_P169_B4_L08_W03.tif : ಅಭಿಪ್ರಾಯದ೦ತೆ
219_P169_B4_L08_W06.tif : ಏಕಸ್ವಾಮ
219_P169_B4_L09_W04.tif : ಏಕಸ್ವಾಮ್ಯ
219_P169_B4_L09_W07.tif : ಬೆಲೆಗಿ೦ತ
219_P169_B5_L04_W04.tif : ಅನುಭೋಗಿ
219_P170_B2_L01_W03.tif : ‘ಸಮಯ’
219_P170_B2_L02_W04.tif : ಘಟಕದ
219_P170_B2_L04_W04.tif : ವೆಚ್ಚವು
219_P170_B2_L06_W02.tif : ಹ೦ಚಲ್ಪಡುವ
219_P170_B3_L07_W04.tif : ಗುರುತಿಸಿದ್ದ.
219_P170_B4_L02_W01.tif : ಯನ್ನು
219_P170_B4_L04_W04.tif : ಪೂರೈಕೆಯ
219_P170_B4_L05_W04.tif : ಹೇಳುವ೦ತೆ
